Name,Ward No,Block Number,North,East,South,West
Nikhil,27,6,Starting from Block-3 of Himuda Colony Covering Premi Niwas and H/o Bhupinder Thakur and Mahajan Niwas up to the Luxmi Niwas.,Starting from Luxmi Niwas going downwwards through stairs upto the transformer of Himuda Colony.,Starting from Transformer of Himuda Colony upto Block-12 of Himuda Colony.,Starting from Block-12 of Himuda Colony upto the Block-3 of Himuda Colony.
Nikhil,26,3,Starting from BSNL Building Block No. 11 where the IV boundary and Ward boundary starts upto the Himlaxmi Departmental Store covering Indian Coffee House.,From Himlaxmi Departmental Store covering LIC Office upto the Latawa Furniture and covering AXIS Bank also.,From Latawa Furniture covering Reserve Bank of India and State Bank of India upto the CID office.,From CID office while going through staris covering all Goel appartments and Vijay Saraswati Complex upto the BSNL Building Block No. 11.
Nikhil,27,35,Starting from bye pass road near Verma commercial complex(excluded) along the road covering shiv temple supaiya bhawan upto Ratta House.,from Ratta House to Thakur Niwas and new apurwa daily need shop covering Joshi building yogesh bhawan,from Thakur Niwas to aseem traders covering shiv shanti bhawan(house no.57).,from aseem traders covering Durgee Niwas new rajput dhaba and walia communication up to the starting point of the block i.e bye pass road.
Nikhil,27,34,Starting from Chandra Vaas while covering Runetta Niwas and Gaytri Niwas up to Chauhan Niwas.,From Chauhan Niwas upto the Shiv Shakti Marbles (Shop) while covering Negi Niwas and Sharma Niwas.,From Shiv Shakti Marbles (Shop) moving towards Dhalli Bye Pass road up to the Negi Karyana Shop covering Modern Traders and IndusInd bank ATM.,From Negi Karyana Shop moving upwards covering Suman Niwas and Nirmal Cottage up to Chandra Vaas.
Nikhil,26,26,Starting from Dishant cottage while covering Jain Traders and Passport Seva Kendra upto the point where Shoghi Road meets NH 22 Shimla Dhalli Byepass.,From where Shoghi Road meets NH 22 Shimla Dhalli Byepass to the Shiv Mandir on NH 22 Shimla Dhalli Byepass.,From Shiv Mandir upto Thakur Niwas covering Govt. Primary School and Divya Cottage.,From Thakur Niwas while going through stairs covering Khan Building upto the Dishant Cottage.
Nikhil,26,12,Starting from Geeta Niwas and BR Bhardwaj Vaishno Bhojnalaya covering Surya Kunj Bhawan and Jhingta Niwas up to the Sirtaj Appartments.,from Sirtaj Appartments while going downwards up to the house of Kanwar Parkash Chand.,from house of Kanwar Parkash Chand covering Hari Anand Appartments and Hills view Appartments up to the Rain Shelter.,from Rain Shelter while going upwards covering Jaswal Niwas and Sushil Niwas and Sudha Chauhan General Store up to Geeta Niwas.
Nikhil,26,13,Starting from Gupta general store and Gupta Niwas moving on Shoghi Road upto the Guptas Hari Ashram covering Sai Bhawan and Kamla Niwas.,from Guptas Hari Ashram upto the Bhandari Niwas while covering Gita General Store and Lepta Niwas.,from Bhandari Niwas while covering sweet cottage and Baldev Building upto the house of Inder Chauhan.,from the house of Inder Chauhan while covering Dafraik Niwas upto the point of start i.e Gupta General Store.
Nikhil,26,20,Starting from Gurdyal House upto the Ballabh Kuteer while covering R.K. Gupta Niwas and Chauhan Niwas.,from Ballabh Kuteer going through Nallah upto the Sisodia House.,from Sisodia House while covering Shivansh Bhawan and Sharma Niwas upto the Nursing Hostel.,from Nursing Hostel while going upwards upto the Gurdyal House.
Nikhil,24,25,Starting from Housing board Block 4 upto Block 5.,"From Block 5 moving on road covering house of baldev thakur, sunbreeze cottagge upto House No. 23 of Umed Singh Gulia.",From House No. 23 of Umed Singh Gulia moving on Housing board road covering House no 16 upto Sood villa.,From sood villa moving on housing board road covering Samit kamla niwas upto the point of start i.e. Housing board Block 4.
Nikhil,26,11,Starting from IT Bhawan while moving on Shoghi Road up to the Police Beat Box Mehli while covering Taxi operator union and Kanwar General store.,from police Beat Box Mehli up to the Jyoti Autocare.,from Jyoti Autocare covering Ekant Niwas and Verma Cottage while going on Junga Road up to the Samanvay (Building).,from Samanvay(Building) while going through Kachha Path and stairs up to the IT Bhawan.
Nikhil,26,22,Starting from Jyotish Karyalay (Horoscope Office) covering Sitaram Building upto Himalaya General Store.,From Himalaya General Store covering Devraj Building upto Chanderkanta Bhawan.,From Chanderkanta Bhawan upto Dasi Niwas going through stairs which further meets NH Shimla Dhalli Byepass.,from Dasi Niwas upto the Jyotish Karyalay (Horoscope Office).
Nikhil,26,16,Starting from Kashyap Niwas while covering Sheela Niwas and Kaushal Niwas up to the Chauhan Cottage ( House of Om Parkash Chauhan).,from Chauhan Cottage (house of Om Parkash Chauhan) up to the Shiv Temple.,from Shiv Temple while covering Shwetank Villa and Shivansh Satan up to the Om Cottage.,from Om Cottage going upwards through Pucca Path while covering Om Gandhi Cottage and Deep Kunj up to the point of start i.e Kashyap Niwas.
Nikhil,24,27,Starting from Lokesh bhawan upto Garg building,From Garg building upto lekh ram verma niwas,From lekh ram verma niwas upto house of Roshani chauhan,From house of Roshani chauhan upto Lokesh bhawan.
Nikhil,24,7,Starting from Luxmi Niwas and coming upto nalla near Rawthal Villa.,From Nala near Rewthal villa moving downward along Nala upto Deepak Azad Niwas (excluded) near Nalwa Niwas.,Imaginary boundary from Deepak Azad Niwas (excluded) near Nalwa Niwas upto Shashikant Maithili Niwas.,From Shashikant Maithili Niwas moving to the Luxmi niwas.
Nikhil,27,8,Starting From Mannat Niwas covering Gomti Niwas upto Chanderkanta Niwas.,From Chanderkanta Niwas up to the Sheeta General Store and store room covering Pari Mahal Park.,From Sheeta General Store upto the Thakur Kuteer while going through stairs.,From Thakur Kuteer upto the Mannat Niwas.
Nikhil,25,15,"Starting from Mehndi Apartments while going towards SSB Training Centre Road to the Chauhan Enclave while covering Saina Bhawan, Kamal Kuteer.",From Chauhan Enclave coming upto Chander Bhawan.,From Chander Bhawan to the House of Tara Chand Chauhan while covering Roshan Bhawan.,From the House of Tara Chand Chauhan covering forest area to Mehndi bhawan the starting point of the block.
Nikhil,24,29,Starting from Moto World Moving on Directorate road covering Mahendra Apartments upto path near Dedar House.(excluded),From path near Dedar House (excluded) moving on path covering Bhagwati niwas upto ward Boundary near Thakur Niwas.,From ward Boundary near Thakur Niwas moving katcha path covering kamal niwas upto Rahul Cottage.,From Rahul cottage moving on stairs covering Blizzard view upto Moto World.
Nikhil,24,35,Starting from Nala and housing board path junction near Laxmi Niwas covering Jog Niwas upto Point on Housing Board Road near parking.,From point on Housing Board Road near Parking moving on Housing board Road upto Block 17(excluded).,Imaginary Boundary from Block 17 (excluded ) moving upto point shimla bye pass road near House of Gopal Singh.,"From a point on shimla bye pass road near House of Gopal singh moving upward along Nala covering Verma Cottage, cozy nock upto the point of start. i.e Nala and housing board path junction near Laxmi Niwas"
Nikhil,24,24,starting from Nala near Rajender cottage moving on ward boundary upto Vineet Bhawan.,From Vineet Bhawan moving on road upto Nand cottage.,From Nand cottage covering house no.37 upto Sandhya Niwas.,From Sandhya niwas moving upward along Nala covering Thakur Niwas and coming upto Nala near Rajender Cottage.
Nikhil,24,1,"Starting from Nala opposite Indian Oil Petrol Pump (excluded) moving on Directorate Road covering Deepak mess, Siddharth Plus, Satya Niwas upto stairs near Rawat Building.","From Stairs near Rawat Building moving on stairs covering thakur niwas, Uma niwas upto ward Boundary.",From Uma niwas on ward boundary moving on ward boundary covering mahajan villa upto Gusta Niwas.,"From Gusta Niwas moving on ward boundary in jungle covering Solanki niwas, Parmar Building upto the point of start i.e Nala opposite Indian Oil Petrol Pump (excluded)."
Nikhil,27,5,Starting from Pahari junction (Shop) moving along with vegetable shop covering saraswati sweets and Jeet furniture up to the house of Attri Niwas.,From Attri Niwas while going through stairs up to the Suraj Niwas.,From Suraj Niwas going through kachha path up to the house of Chauhan Niwas.,From Chauhan Niwas while covering Tanta Niwas and pant Niwas and hansu bhawan up to the Pahari junction (Shop).
Nikhil,24,9,Starting from plot no 27C Housing Board Colony covering plot no 32 (Santosh Kumar Sharma) upto Nala near plot no36.,"From Nala near Plot no. 36 moving along nala coveing plot no 33, Apple tree lodge, House No. 11 (BS Ranta) upto Nala near block 37 Housing Board road - Shimla bye pass road Junction.",From Nala near block 37 Housing Board road - Shimla bye pass road Junction moving on Housing board road upto Block 36 Housing Board Colony.,"From Block 36 Housing Board colony moving on Housing Board road covering house of Rajeev Chauhan, Block 28 AG colony upto the point of start. i.e. Plot No. 27C Housing Board Colony."
Nikhil,26,27,Starting From Rain shelter (Panthaghati Bus chowk) upto Attar Niwas covering Bhardwaj Niwas and Aruna Cottage.,From Attar Niwas upto Luxmi Cottage through stairs covering Bhatia Bhawan and Daivik Daily Needs.,From Luxmi Cottage moving on IAS colony road towards bye pass road up to Gautam Palace.,From Gautam Palace moving on the same road towards bye pass road upto the Rain Shelter covering Kamal Kunj and Thakur Bottle store.
Nikhil,24,36,Starting from Raita Niwas moving on path and agricultural land upto KD Thakur niwas (excluded).,From KD Thakur niwas (excluded) moving through agriculture land upto agricultural land near krishan dutt thakur niwas (excluded).,From agricultural land near krishan dutt thakur niwas (excluded) upto Arshi villa,From arshi villa moving on road upto Raita Niwas.
Nikhil,24,12,"Starting from Rajkiya prathmik pathshala, Navbahar moving on shanan - sangti road covering sharma niwas, ankur niwas upto surat Building.",Imaginary boundary from surat niwas to Shimla bye pass road near SJVNL. (Builder flats excluded.),From Shimla bye pass road near SJVNL (Builder flats excluded) moving on shimla bye pass road upto the ward boundary near Govt Middle school Bakhrai.,From the ward boundary near Govt Middle school Bakhrai moving on ward boundary covering upswasthay kendra upto the point of start i.e.rajkiya prathmik pathshala Navbahar.
Nikhil,24,32,Starting from Road near Baba balak Nath mandir moving on Sanjauli road upto sanjauli road and shimla byepass road junction.,From sanjauli road and shimla byepass road junction moving on Shimla byepass road upto KD thakur niwas (excluded.),From KD Thakur niwas (excluded) moving through agricultural land upto jungle opposite,From jungle opposite Raita Niwas(excluded) imaginary boundary till road near Baba balak nath mandir.
Nikhil,26,17,Starting from Roshan Cottage while covering Basant Cottage and Kailash Sharma House up to the Verma Appartments.,from Verma Appartments while moving on Pucca Path Covering house of Narayan Singh and Naina Jeet Niwas up to the Rana Niwas.,from Rana Niwas while covering Basant Niwas and Thakur General store up to the house of Manjeet Singh.,from house of Manjeet Singh up to the point of start i.e Roshan Cottage.
Nikhil,26,30,Starting from Royal Medical store upto the Shawat Niwas covering Nitin Cottage and Deep Kunj.,From Shawat Niwas upto Delek Khangjang House covering Tara Bhawan and Hari Niwas.,From Delek Khangjang House upto the Community Toilet Panthaghati while Covering Canara Bank and Swastic Kunj.,From the Community Toilet Panthaghati upto the Royal Medical store on main kasumpti panthaghati road.
